,word,x,y
0,null,10.850284576416016,56.24286651611328
1,industrial,-18.15166473388672,-17.475130081176758
2,dynamic,-7.5542707443237305,-17.63324737548828
3,performance,-10.771087646484375,-20.254728317260742
4,accuracy,-1.3460451364517212,-21.636959075927734
5,high,-28.799972534179688,-9.851507186889648
6,speeds,32.1171989440918,5.475563049316406
7,controller,-1.5425771474838257,-20.548236846923828
8,essential,33.11075210571289,-1.9201221466064453
9,robot,-16.890817642211914,-11.339361190795898
10,dynamics,-10.964788436889648,-19.488279342651367
11,servo,5.390598773956299,53.247371673583984
12,rate,4.840762138366699,14.09900951385498
13,ensure,21.819839477539062,14.536168098449707
14,system,-12.37115478515625,-14.584704399108887
15,stability,1.0880126953125,-21.11475372314453
16,real,2.4628515243530273,-20.18574333190918
17,developed,-18.00112533569336,-14.699498176574707
18,neural,11.773802757263184,-24.698572158813477
19,networks,3.1350955963134766,-25.062442779541016
20,efficient,-34.6298713684082,-3.617701768875122
21,hidden,1.8208152055740356,51.258056640625
22,layer,-8.371380805969238,19.98496437072754
23,architecture,-28.735761642456055,-8.354691505432129
24,localized,-0.6000333428382874,50.25189971923828
25,learning,-30.75185203552246,-9.024223327636719
26,control,-24.879343032836914,-11.392292976379395
27,enhanced,30.428436279296875,9.472908973693848
28,mapping,-5.334609031677246,-21.230504989624023
29,second,-6.597603797912598,-16.882673263549805
30,network,11.089027404785156,-24.73467445373535
31,tuned,-10.060824394226074,41.74193572998047
32,design,-27.71078872680664,-7.2004804611206055
33,reduced,32.591697692871094,6.302002906799316
34,sensing,-33.41508865356445,-1.5278000831604004
35,requirements,15.026474952697754,-22.442289352416992
36,enhances,9.569046020507812,54.96636199951172
37,experimental,-11.905702590942383,-18.735694885253906
38,results,-12.171120643615723,-19.75275421142578
39,demonstrate,-0.21680767834186554,-21.277149200439453
40,excellent,-5.71450662612915,46.83094787597656
41,compared,-0.5056117177009583,-21.122379302978516
42,conventional,-10.991277694702148,23.435426712036133
43,potential,-13.579134941101074,-17.580575942993164
44,practical,-11.760769844055176,40.262332916259766
45,robots,-25.758995056152344,-10.692398071289062
46,proposes,-11.161436080932617,39.72977066040039
47,self,-0.48245343565940857,-19.922597885131836
48,organizing,2.414229393005371,-21.680334091186523
49,inspired,-7.942773818969727,-21.366140365600586
50,mobile,-10.96643352508545,-14.563770294189453
51,uses,4.167900085449219,-22.695524215698242
52,activity,19.326202392578125,-19.396385192871094
53,patterns,0.3776389956474304,-20.60108757019043
54,visual,13.453503608703613,-21.17349624633789
55,sensors,9.665976524353027,-20.573312759399414
56,determine,-4.661491394042969,-18.79201889038086
57,motor,-9.464077949523926,-21.034564971923828
58,commands,21.282123565673828,-18.628080368041992
59,whereas,17.796659469604492,15.459856986999512
60,stimuli,-2.0804355144500732,-22.407062530517578
61,proprioceptive,-13.38575267791748,31.32370376586914
62,decision,14.158827781677246,14.53812313079834
63,following,12.207748413085938,-22.44297981262207
64,feedback,-7.5020012855529785,-20.030780792236328
65,sensory,0.7128793597221375,-24.88583755493164
66,biological,-5.632221698760986,-18.150651931762695
67,systems,-14.221979141235352,-19.88077163696289
68,neglected,4.396576404571533,52.42259979248047
69,components,-30.556312561035156,-3.4405572414398193
70,different,-11.702783584594727,-15.49813175201416
71,modalities,-10.942794799804688,20.45022201538086
72,used,-6.956888198852539,-18.601911544799805
73,camera,-8.073028564453125,19.52894401550293
74,experiments,4.46505880355835,-22.20351219177246
75,show,-21.352691650390625,-12.59996509552002
76,sensor,18.541240692138672,-20.62504768371582
77,adapt,-8.247742652893066,-18.554452896118164
78,environments,-10.845250129699707,-18.68842887878418
79,robust,-23.46015167236328,-11.465409278869629
80,behavior,2.0115036964416504,-25.077259063720703
81,example,-6.303718566894531,-19.540184020996094
82,failures,15.228833198547363,14.827434539794922
83,evolution,0.16310180723667145,-22.655683517456055
84,simulated,-11.09675121307373,-20.171274185180664
85,architectures,-22.751190185546875,-15.372288703918457
86,studied,32.92930221557617,-4.606843948364258
87,article,-21.29254722595215,-14.079051971435547
88,hardwired,-8.293451309204102,44.733646392822266
89,modular,-13.837041854858398,-20.53252601623535
90,duplication,-13.56618881225586,32.07135009765625
91,conclude,12.404324531555176,14.993575096130371
92,non,-27.708269119262695,-8.142844200134277
93,terms,31.213804244995117,-9.627904891967773
94,adaptation,-8.821977615356445,-19.03417205810547
95,level,-12.219192504882812,-21.057146072387695
96,achieved,32.992225646972656,-8.42844009399414
97,main,-12.652486801147461,24.02264976501465
98,modules,-2.429563522338867,-24.010896682739258
99,much,32.75624084472656,4.928369045257568
100,higher,-4.519236087799072,-23.516326904296875
101,degree,13.15865707397461,-21.76030731201172
102,functional,-13.42159652709961,-14.135025024414062
103,specialization,15.172375679016113,14.946277618408203
104,units,1.6808218955993652,-23.08224868774414
105,regard,-5.507735252380371,46.37689971923828
106,behavioral,-5.30086612701416,-19.886747360229492
107,functions,-21.80073356628418,-12.671360969543457
108,reach,-13.418871879577637,-16.258169174194336
109,distributed,-21.280275344848633,-12.765624046325684
110,assignment,0.16825568675994873,-23.82560157775879
111,tasks,-10.53203296661377,-15.417216300964355
112,mechanism,-26.00577163696289,-8.193384170532227
113,similar,-31.504831314086914,-4.594988822937012
114,found,-25.341751098632812,-9.346603393554688
115,leads,-8.792388916015625,44.200443267822266
116,change,8.75854206085205,15.279151916503906
117,module,-34.759037017822266,-2.2877964973449707
118,context,-12.930688858032227,-16.086528778076172
119,adapts,-11.556530952453613,23.64217758178711
120,step,-35.27238082885742,-1.6573199033737183
121,specialized,13.111659049987793,15.523646354675293
122,state,-8.73083782196045,-19.855655670166016
123,suggest,34.04302978515625,0.6759268045425415
124,evolutionary,13.029242515563965,16.089595794677734
125,object,7.154446125030518,-22.5106143951416
126,brain,7.475351333618164,-24.112693786621094
127,combination,-15.08486557006836,31.72076988220215
128,stable,0.20182554423809052,-22.104228973388672
129,states,13.665780067443848,-20.943706512451172
130,known,33.688175201416016,-5.507250785827637
131,survival,-5.175561428070068,46.76154708862305
132,means,23.774158477783203,13.164530754089355
133,simple,-26.635536193847656,-9.36561107635498
134,examples,8.612853050231934,54.15758514404297
135,instance,9.775607109069824,54.50392532348633
136,human,-26.974252700805664,-11.067523956298828
137,response,29.2540225982666,-12.688592910766602
138,involves,26.690168380737305,12.245893478393555
139,fast,-2.5462722778320312,48.43534851074219
140,loop,-5.275616645812988,-19.2814998626709
141,cortex,-12.977667808532715,-13.416378021240234
142,cortical,0.3374705910682678,-22.605926513671875
143,motion,-25.3785457611084,-7.071691036224365
144,primitives,31.767343521118164,-12.305671691894531
145,elements,17.589885711669922,-19.796131134033203
146,hence,32.83279800415039,5.359168529510498
147,hypothesis,-11.850489616394043,-17.739479064941406
148,particular,-30.2854061126709,-6.114405155181885
149,form,29.39029884338379,9.085284233093262
150,guarantees,0.295019268989563,16.296707153320312
151,contraction,-12.011866569519043,37.79792022705078
152,theory,-4.692715644836426,-21.67848777770996
153,help,11.69070053100586,-21.578168869018555
154,guide,5.279515266418457,14.138051986694336
155,modeling,33.011802673339844,-8.730237007141113
156,central,-2.54972767829895,-20.750965118408203
157,nervous,34.39927673339844,-4.899643898010254
158,provides,-21.521738052368164,-9.291431427001953
159,method,-17.118568420410156,-12.712516784667969
160,build,-10.449273109436035,22.296178817749023
161,complex,5.614780426025391,-24.25647735595703
162,shed,-0.8426570296287537,15.391081809997559
163,light,34.5072135925293,-4.457919120788574
164,problem,-6.0629472732543945,-18.568761825561523
165,perceptual,9.565790176391602,-21.989662170410156
166,providing,25.3872013092041,-17.867036819458008
167,models,-29.715852737426758,-9.625211715698242
168,conditions,1.3875010013580322,-22.695798873901367
169,overall,31.876117706298828,7.185708522796631
170,convergence,-8.652233123779297,43.00442886352539
171,large,-19.974655151367188,-17.662582397460938
172,number,-22.18195152282715,-10.226018905639648
173,processing,-6.45249080657959,-21.385757446289062
174,connected,-0.1317557394504547,-24.185993194580078
175,loops,10.629734992980957,-22.572237014770508
176,describes,-13.45754337310791,34.48983383178711
177,version,4.310678482055664,52.7578125
178,scheme,11.127551078796387,-22.25457191467285
179,rules,6.36269998550415,15.074963569641113
180,combining,30.12118911743164,-12.19137191772461
181,signals,-15.321797370910645,-12.882335662841797
182,classical,-1.7096900939941406,16.005470275878906
183,previous,-6.486419200897217,-19.96649169921875
184,artificial,5.466063022613525,-23.32549476623535
185,connectivity,15.27011775970459,-21.351482391357422
186,cerebellar,1.19667387008667,-26.001140594482422
187,reinforcement,25.082075119018555,-15.542237281799316
188,resulting,-11.392121315002441,-17.15372085571289
189,model,-23.05223274230957,-16.032575607299805
190,applied,-6.248597145080566,-19.903139114379883
191,mechanical,-11.306249618530273,40.333045959472656
192,single,34.39722442626953,1.612183690071106
193,joint,-1.9287221431732178,-21.562490463256836
194,arm,-2.3075742721557617,-19.120271682739258
195,actuated,-8.60438060760498,43.7486572265625
196,muscles,32.44906234741211,-9.225479125976562
197,various,-14.728500366210938,-16.037630081176758
198,plausible,-9.441875457763672,43.21403884887695
199,schemes,6.549513339996338,53.47511291503906
200,simulations,33.25707244873047,-5.715903282165527
201,able,8.479973793029785,-24.797330856323242
202,movements,-5.401326656341553,-17.363054275512695
203,velocity,-8.994195938110352,20.184064865112305
204,position,22.880422592163086,-17.86885643005371
205,studying,3.700458526611328,52.110633850097656
206,living,30.511585235595703,-11.396296501159668
207,animals,-8.768478393554688,43.0261344909668
208,possible,-22.5162353515625,-11.225643157958984
209,analyze,7.15838623046875,53.6455192565918
210,levels,-14.307547569274902,-18.092464447021484
211,events,33.61437225341797,4.4182538986206055
212,responses,14.58364200592041,-22.02307891845703
213,provide,-29.17424201965332,-6.418104648590088
214,insights,-6.420241355895996,46.401126861572266
215,interact,22.329660415649414,-19.128684997558594
216,synthetic,12.101680755615234,-23.016469955444336
217,world,12.86390209197998,-22.689189910888672
218,device,29.29634666442871,10.803098678588867
219,describe,-34.369361877441406,-3.878788948059082
220,darwin,-12.304251670837402,36.328826904296875
221,guided,8.831977844238281,-21.666851043701172
222,computer,6.346486568450928,-22.513179779052734
223,structures,-31.568540573120117,-4.5672993659973145
224,environment,-29.346649169921875,-4.261043071746826
225,analysis,-18.993703842163086,-14.376660346984863
226,categorization,32.47599411010742,-11.758976936340332
227,suggests,33.893733978271484,-1.8523600101470947
228,mechanisms,-3.721259832382202,-17.877553939819336
229,recognition,33.294376373291016,3.201504945755005
230,dependent,-1.8882466554641724,-23.12932777404785
231,order,-13.292217254638672,-15.38938045501709
232,effects,7.836702823638916,-22.10493278503418
233,rates,-0.19690945744514465,15.548349380493164
234,individual,-14.713700294494629,-16.39728546142578
235,exploration,-10.80246353149414,22.45957374572754
236,sensorimotor,-10.09310531616211,-21.89558982849121
237,showed,29.31341552734375,-11.651154518127441
238,changes,0.725922167301178,-21.773324966430664
239,synaptic,19.79347801208496,13.598945617675781
240,allowing,-16.57367706298828,-15.989176750183105
241,manipulation,7.798213481903076,-22.869985580444336
242,scale,-27.07930564880371,-7.315038681030273
243,devices,11.633776664733887,14.218585014343262
244,valuable,-1.19961416721344,49.63374328613281
245,understanding,-6.473801136016846,-20.46927261352539
246,interactions,11.700950622558594,-22.438751220703125
247,development,-20.7226505279541,-16.789745330810547
248,intelligent,-24.230712890625,-9.199577331542969
249,machines,12.91665267944336,14.841911315917969
250,follow,9.648119926452637,54.976470947265625
251,computational,-22.23325538635254,-15.742088317871094
252,principles,30.922163009643555,-11.149994850158691
253,construction,-19.581106185913086,-16.58222198486328
254,novel,-21.756853103637695,-17.5440616607666
255,hierarchical,19.527299880981445,15.209527015686035
256,generation,23.416793823242188,-18.92377471923828
257,scales,-10.941360473632812,22.284027099609375
258,bottom,0.8885502219200134,50.550113677978516
259,top,-7.023835182189941,45.25760269165039
260,directions,34.204193115234375,-4.045826435089111
261,vision,24.214609146118164,-17.677783966064453
262,learned,-0.6066798567771912,-22.455347061157227
263,lower,-1.5255976915359497,49.08526611328125
264,represented,-12.439363479614258,37.76570510864258
265,manner,-0.6263406276702881,-23.937931060791016
266,present,-21.480676651000977,-14.03132152557373
267,specific,-19.57677459716797,-12.018647193908691
268,line,-33.909793853759766,-4.2883620262146
269,planning,-21.814977645874023,-11.257610321044922
270,generated,8.971677780151367,14.5391206741333
271,background,33.587032318115234,-1.0830037593841553
272,noise,-15.916049003601074,-15.62276840209961
273,modified,-2.997810125350952,48.346221923828125
274,interaction,-15.167149543762207,-16.510469436645508
275,process,-16.76047134399414,-14.704011917114258
276,past,0.4207306206226349,50.085750579833984
277,future,14.166196823120117,-21.588790893554688
278,enables,10.143304824829102,-21.82216453552246
279,flexible,-35.760223388671875,-2.056309461593628
280,robotics,-6.7016706466674805,-16.164804458618164
281,requires,-9.948816299438477,-19.13907814025879
282,controllers,-24.594711303710938,-11.261310577392578
283,approach,-14.412102699279785,-14.890199661254883
284,global,-33.270286560058594,-1.1003183126449585
285,remains,3.8894433975219727,15.111159324645996
286,major,13.510788917541504,-21.6513671875
287,solved,-14.261906623840332,33.1170768737793
288,idea,12.85456657409668,-21.57322883605957
289,nature,-17.75830841064453,-14.509397506713867
290,decomposition,17.9161376953125,14.09963607788086
291,address,-20.951704025268555,-14.749007225036621
292,starting,9.138211250305176,54.474830627441406
293,illustrate,-31.269454956054688,-6.152844429016113
294,robotic,5.628943920135498,-21.378509521484375
295,application,-27.520309448242188,-7.093094348907471
296,end,24.808502197265625,-18.05080223083496
297,effector,22.17792510986328,13.605138778686523
298,several,-3.2867748737335205,-22.13597297668457
299,variables,-0.21544891595840454,49.381858825683594
300,limit,21.394939422607422,13.957564353942871
301,size,-0.7841765880584717,49.354225158691406
302,memory,-9.182656288146973,-15.981743812561035
303,required,25.13935661315918,12.838059425354004
304,decomposed,-12.049641609191895,37.72340393066406
305,image,10.808258056640625,14.077947616577148
306,directional,-10.491677284240723,21.05047607421875
307,algorithm,-35.915958404541016,-3.954164743423462
308,obtained,-3.8045763969421387,-21.375385284423828
309,platform,7.194667816162109,-22.108095169067383
310,complexity,-20.01429557800293,-13.203883171081543
311,planetary,2.449420928955078,15.185633659362793
312,increases,0.1094183623790741,15.606759071350098
313,need,-12.469661712646484,-17.136611938476562
314,autonomous,-0.021693240851163864,-25.571125030517578
315,rover,5.183629989624023,52.688270568847656
316,power,-32.113685607910156,-3.8406269550323486
317,software,-20.786617279052734,-12.358185768127441
318,behaviour,8.904804229736328,-22.878162384033203
319,proceedings,-0.001208895817399025,50.551856994628906
320,cooperative,-17.865171432495117,-17.067224502563477
321,space,-24.330018997192383,-8.919074058532715
322,problems,-23.24430274963379,-8.816950798034668
323,called,-31.25094223022461,-6.127467155456543
324,bismarc,-14.133605003356934,29.976909637451172
325,map,-17.501768112182617,-15.755436897277832
326,multiple,-0.9809558987617493,-25.257503509521484
327,small,21.436914443969727,14.208476066589355
328,surface,-12.436151504516602,26.26569938659668
329,retrieval,-13.523165702819824,37.29377746582031
330,operations,25.255464553833008,-16.525999069213867
331,symposium,-14.034696578979492,35.83110427856445
332,fusion,24.120277404785156,-20.13521385192871
333,decentralized,30.078697204589844,-12.385318756103516
334,capable,-9.31540298461914,-14.812784194946289
335,navigation,-23.101205825805664,-10.616260528564453
336,techniques,-35.35673522949219,-3.801764726638794
337,action,-32.19971466064453,-5.503649711608887
338,selection,-3.644745111465454,-17.5893497467041
339,free,-12.846511840820312,26.174596786499023
340,flow,32.95822525024414,-7.207968711853027
341,fine,-7.852286338806152,18.37112808227539
342,alternative,32.74287033081055,-9.813474655151367
343,subsystems,26.641958236694336,-16.895612716674805
344,recent,-9.066067695617676,-18.616365432739258
345,studies,-25.93545150756836,-9.472701072692871
346,drivers,2.647578239440918,15.806045532226562
347,right,-12.597135543823242,38.0684814453125
348,region,-30.668506622314453,-5.249120235443115
349,path,-26.06089210510254,-7.501181602478027
350,identification,6.366511821746826,15.136059761047363
351,activation,-4.017948627471924,17.205814361572266
352,neuroscience,28.15407371520996,10.659724235534668
353,tools,-4.794614315032959,-20.673383712768555
354,modelling,17.038366317749023,15.089452743530273
355,phenomena,-6.2918171882629395,45.6176643371582
356,fact,-26.089954376220703,-8.899871826171875
357,manage,-1.030159831047058,16.742109298706055
358,phenomenon,22.699596405029297,13.233222961425781
359,decompose,33.03887939453125,1.984447956085205
360,agent,8.287381172180176,-23.687667846679688
361,perspective,-1.983415961265564,16.858142852783203
362,agents,22.113277435302734,-19.697431564331055
363,whole,29.199649810791016,-12.280576705932617
364,overlap,-14.456814765930176,27.950992584228516
365,actions,-27.09726905822754,-8.48083782196045
366,conflict,32.93069839477539,-3.9302611351013184
367,class,-4.800669193267822,47.136741638183594
368,difficulties,18.585140228271484,15.040729522705078
369,controlling,33.957275390625,-1.0017483234405518
370,physiological,5.6363067626953125,52.668251037597656
371,processes,-18.900611877441406,-18.322021484375
372,purpose,-30.860063552856445,-4.5634684562683105
373,introduce,2.6938254833221436,-22.746000289916992
374,general,-35.78914260864258,-3.18449330329895
375,unsupervised,-10.448403358459473,41.08834457397461
376,temporal,14.070276260375977,-22.60422706604004
377,parametrized,-8.143457412719727,44.070037841796875
378,tepsom,5.725912570953369,15.589803695678711
379,reproducing,9.617464065551758,-22.588333129882812
380,trajectories,-22.966461181640625,-12.55596923828125
381,combines,-33.22386169433594,-5.7026519775390625
382,sonarx,-3.3429276943206787,47.77468490600586
383,coding,24.8032169342041,-17.081310272216797
384,trajectory,14.193826675415039,-22.466434478759766
385,neurons,-6.83731746673584,-18.11090087890625
386,inverse,-35.65164566040039,-4.767706394195557
387,kinematics,-20.286691665649414,-14.080438613891602
388,execution,1.5800873041152954,-23.54360580444336
389,simulation,-12.658153533935547,-18.50181007385254
390,accurate,31.467905044555664,-10.858423233032227
391,adaptive,10.198235511779785,-23.963747024536133
392,art,3.120598554611206,-24.77894401550293
393,employed,-12.936066627502441,28.01272964477539
394,online,19.36677360534668,-19.03717803955078
395,operators,4.805551052093506,53.00725173950195
396,attention,-6.9008564949035645,45.586116790771484
397,introduced,22.7089900970459,-18.347078323364258
398,game,8.568199157714844,14.505767822265625
399,vigilance,-13.490681648254395,34.31048583984375
400,parameter,19.53948974609375,-18.783830642700195
401,categories,-14.143460273742676,30.381736755371094
402,formed,27.160879135131836,-17.89860725402832
403,rule,-0.05324269458651543,-21.502403259277344
404,improving,-7.163389682769775,19.790332794189453
405,solve,-32.942779541015625,-3.159804582595825
406,initial,1.6121987104415894,-22.242517471313477
407,pattern,-16.661535263061523,-14.948660850524902
408,traditional,-21.100032806396484,-13.472969055175781
409,physical,-15.253227233886719,-15.673102378845215
410,conducted,-12.787420272827148,35.756099700927734
411,effectiveness,33.800750732421875,-3.7601609230041504
412,hybrid,-8.878094673156738,19.946578979492188
413,event,-12.512350082397461,24.82240867614746
414,controlled,-4.673032760620117,-19.639793395996094
415,internet,-2.3931193351745605,48.21813201904297
416,framework,-35.7777214050293,-2.9609298706054688
417,require,23.266433715820312,-17.28371238708496
418,synchronized,2.6399264335632324,50.979209899902344
419,allows,-28.868192672729492,-10.175121307373047
420,integrated,-0.32834190130233765,-22.157108306884766
421,makes,12.861957550048828,-22.016246795654297
422,develop,2.0074141025543213,-22.589496612548828
423,reference,-11.793440818786621,-16.646366119384766
424,coordinate,12.676765441894531,14.018590927124023
425,discussed,15.250934600830078,16.06290054321289
426,verify,14.384997367858887,-21.06991958618164
427,experiment,-33.029327392578125,-4.551253795623779
428,tracking,-0.31710922718048096,16.315494537353516
429,continuous,-28.696552276611328,-9.81802749633789
430,given,-17.227567672729492,-13.785284996032715
431,operator,-3.1878485679626465,16.85223388671875
432,output,-3.5767970085144043,-20.482372283935547
433,driven,10.094411849975586,14.562704086303711
434,learns,-28.169631958007812,-9.726290702819824
435,drive,34.72688674926758,3.5926034450531006
436,connecting,33.97842025756836,-2.2171716690063477
437,study,-23.92938804626465,-12.331062316894531
438,efficiency,17.165395736694336,-20.834041595458984
439,progresses,-4.191894054412842,47.39060974121094
440,acquired,-0.5642094016075134,-23.133710861206055
441,behaviors,-22.4611759185791,-12.06376838684082
442,information,-19.24812126159668,-10.237342834472656
443,mental,4.814558506011963,15.3243408203125
444,cognitive,-23.662418365478516,-14.633271217346191
445,structure,-8.425514221191406,-16.42399787902832
446,necessary,10.033675193786621,54.878108978271484
447,coordinating,35.12396240234375,-3.8277316093444824
448,set,-26.83707618713379,-6.600978374481201
449,data,-21.315338134765625,-8.762410163879395
450,involved,-8.190933227539062,44.08103561401367
451,designed,-21.54827308654785,-14.862407684326172
452,according,-1.3569035530090332,-21.94046401977539
453,generate,-23.816566467285156,-10.730034828186035
454,linear,11.648957252502441,-21.194503784179688
455,estimate,-13.908609390258789,35.154869079589844
456,suitable,27.031085968017578,12.51388931274414
457,designing,-9.371138572692871,44.02496337890625
458,provided,16.14978790283203,-21.92232322692871
459,nonlinear,6.68420934677124,-23.114227294921875
460,shows,33.93330383300781,-4.684978485107422
461,obstacles,-10.077204704284668,-16.455244064331055
462,classification,17.974533081054688,-19.327983856201172
463,proteins,32.44186019897461,3.607301950454712
464,plays,-7.670733451843262,44.749935150146484
465,important,-24.10314178466797,-13.105210304260254
466,role,9.95124340057373,-22.771831512451172
467,characteristics,-28.112096786499023,-7.210986614227295
468,predict,6.29674768447876,52.98243713378906
469,features,-1.5291122198104858,-24.405223846435547
470,considered,6.37687873840332,15.363168716430664
471,applications,-27.9046573638916,-5.667985439300537
472,appropriate,-21.394895553588867,-16.036672592163086
473,importance,13.897599220275879,15.578104972839355
474,protein,26.576820373535156,-15.884779930114746
475,fold,-14.658038139343262,27.600675582885742
476,gating,31.142946243286133,-12.323064804077148
477,input,8.960785865783691,-23.26523780822754
478,node,2.7788174152374268,51.5081901550293
479,associated,31.62480926513672,7.973010063171387
480,gate,-13.152461051940918,36.20829772949219
481,select,0.7207351922988892,15.22716999053955
482,training,-7.529118537902832,-19.50261688232422
483,gates,27.136350631713867,-15.725235939025879
484,closed,15.435942649841309,-20.378192901611328
485,feature,33.80877685546875,1.6943542957305908
486,corresponding,-32.43809509277344,-3.5169737339019775
487,open,-25.97260093688965,-8.854497909545898
488,hla,-5.971744060516357,45.9547233581543
489,classifier,2.9637129306793213,51.87765884399414
490,alpha,-15.326436042785645,27.967208862304688
491,beta,-14.841015815734863,33.170135498046875
492,next,19.389345169067383,14.944107055664062
493,classifiers,5.789083480834961,52.67143249511719
494,third,-13.520313262939453,29.804533004760742
495,indirect,-15.05036449432373,29.894765853881836
496,sequence,-9.246399879455566,-17.18044662475586
497,concept,30.971874237060547,9.26489543914795
498,local,-33.44514083862305,-1.543454885482788
499,sequences,4.396862506866455,14.704506874084473
500,moreover,-0.24512261152267456,-22.94576644897461
501,original,-6.0396833419799805,46.35743713378906
502,selected,5.644052028656006,14.452718734741211
503,comparable,-11.725754737854004,24.343765258789062
504,test,-23.065338134765625,-11.490713119506836
505,insight,33.718597412109375,2.4079689979553223
506,find,17.009401321411133,14.020782470703125
507,computation,-33.581363677978516,-3.3098249435424805
508,mixture,-2.7076222896575928,16.432804107666016
509,experts,2.3263494968414307,51.472320556640625
510,unique,16.588993072509766,14.064364433288574
511,knowledge,-21.59322738647461,-9.915034294128418
512,operation,-31.97930335998535,-4.424330234527588
513,many,-12.757597923278809,-16.63601303100586
514,task,-18.312528610229492,-11.916501998901367
515,grasp,6.119500637054443,-22.3748779296875
516,objects,-19.90958595275879,-13.138004302978516
517,grasping,-19.28879165649414,-13.938970565795898
518,configuration,33.317508697509766,-3.508091449737549
519,combined,-31.73666763305664,-4.55582857131958
520,achieve,-2.1695475578308105,-23.144189834594727
521,presents,3.261077404022217,-23.865886688232422
522,comparison,32.62940216064453,4.614377498626709
523,approaches,-37.321495056152344,-0.85663241147995
524,developing,-37.260807037353516,-0.5573709011077881
525,wearable,-7.56273078918457,43.92197036743164
526,communication,14.218822479248047,-21.240419387817383
527,entities,34.43657684326172,-2.675899028778076
528,service,-24.700292587280273,-7.8469767570495605
529,support,-18.50025749206543,-16.368667602539062
530,services,-34.99216842651367,-1.7001845836639404
531,proxy,-1.0893937349319458,15.662910461425781
532,certain,24.169448852539062,13.57886791229248
533,related,33.757476806640625,3.161515235900879
534,allow,-5.767361640930176,-20.310781478881836
535,fuzzy,32.258541107177734,-10.209620475769043
536,making,-1.726444959640503,49.93471145629883
537,scenario,-5.85071325302124,46.33772277832031
538,implemented,-10.198442459106445,-17.525653839111328
539,feasibility,32.52900314331055,3.259603977203369
540,unexpected,13.139059066772461,-23.422021865844727
541,environmental,25.007020950317383,-16.221609115600586
542,propose,-15.268401145935059,-18.082693099975586
543,parameters,-18.247236251831055,-14.587529182434082
544,basis,21.730600357055664,-18.9217529296875
545,key,17.14156150817871,-20.125139236450195
546,respond,-11.720215797424316,39.47593688964844
547,depending,7.224947929382324,15.234562873840332
548,algorithms,-5.768775463104248,-20.448728561401367
549,actor,-6.970448970794678,17.946319580078125
550,circumstances,-10.946310997009277,39.815433502197266
551,changing,8.398005485534668,-23.03097915649414
552,strategies,-18.14346694946289,-13.714132308959961
553,useful,33.91123962402344,0.21602162718772888
554,beneficial,30.15762710571289,7.9941792488098145
555,existing,30.416200637817383,-13.663578033447266
556,discuss,33.17820739746094,0.7021960020065308
557,switching,30.918386459350586,-10.18453598022461
558,component,30.747377395629883,-9.797375679016113
559,additional,-12.520238876342773,24.170021057128906
560,architectural,23.270919799804688,13.836485862731934
561,generic,13.702033042907715,14.996885299682617
562,integrate,26.20400619506836,-16.472566604614258
563,unified,-13.479208946228027,33.26475524902344
